Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,DR,DO,2.00,0.00,,7251.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,49636.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.85,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,DR,PT,4.00,2.00,,2213.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,DO,15.00,132918.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,663518.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.99,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,MB,PT,4.00,22013.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,
"City of Waukesha , dba: Waukesha Metro Transit",Waukesha,WI,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",32,CB,PT,7.00,55511.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95077,"Wichita, KS","500,231",65,DR,DO,22.00,0.00,,107903.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,831715.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.71,,,,,,,,,,,
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95077,"Wichita, KS","500,231",65,MB,DO,43.00,257872.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,461957.00,,1326469.00,,0.00,,0.00,,0.00,,0.00,,0.00,,202338.00,,5.14,,,,,,,,,,,,0.44,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95455,"Williamsport, PA","55,344",31,DR,PT,4.00,0.00,,9329.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,0.00,,,,,,,,,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,95455,"Williamsport, PA","55,344",31,MB,DO,27.00,36210.00,,0.00,,0.00,,185045.00,,0.00,,0.00,,0.00,,0.00,,149341.00,,0.00,,0.00,,699579.00,,0.00,,0.00,,0.00,,4.12,,,,,,,,,,,,,
"City of Wilsonville, dba: South Metro Area Regional Transit",Wilsonville,OR,46,"City, County or Local Government Unit or Department of Transportation",Full Reporter,71317,"Portland, OR--WA","2,104,238",19,DR,DO,6.00,32.00,,6809.00,,0.00,,2876.00,,0.00,,0.00,,0.00,,0.00,,1676.00,,343027.00,,0.00,,296588.00,,0.00,,0.00,,0.00,,52.38,,50.38,,,,,,,,,,,
"City of Wilsonville, dba: South Metro Area Regional Transit",Wilsonville,OR,46,"City, County or Local Government Unit or Department of Transportation",Full Reporter,71317,"Portland, OR--WA","2,104,238",19,MB,DO,13.00,25135.00,,18157.00,,0.00,,16319.00,,0.00,,0.00,,0.00,,213262.00,,221205.00,,0.00,,0.00,,0.00,,0.00,,0.00,,41274.00,,8.80,,0.00,,,,,,,,,,0.19,
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston Salem,NC,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,96670,"Winston-Salem, NC","420,924",58,DR,DO,28.00,0.00,,159895.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1127825.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.05,,,,,,,,,,,
"City of Winston Salem, dba: Winston-Salem Transit Authority",Winston Salem,NC,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,96670,"Winston-Salem, NC","420,924",58,MB,DO,30.00,398545.00,,3558.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1914144.00,,20651.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.80,,5.80,,,,,,,,,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,97507,"Yakima, WA","133,145",44,CB,PT,2.00,17118.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,97507,"Yakima, WA","133,145",44,DR,PT,24.00,0.00,,29718.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,289443.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,9.74,,,,,,,,,,,
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,97507,"Yakima, WA","133,145",44,MB,DO,18.00,158446.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,730016.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.61,,,,,,,,,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",159,DR,DO,48.00,144785.00,,7607.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1631013.00,,18677.00,,0.00,,0.00,,0.00,,0.00,,0.00,,11.27,,2.46,,,,,,,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",159,MB,DO,95.00,799778.00,,13745.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4195014.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.25,,0.00,,,,,,,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",159,VP,DO,16.00,0.00,,8191.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,125143.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,15.28,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,MB,PT,51.00,634760.00,,0.00,,0.00,,15156.00,,0.00,,0.00,,0.00,,0.00,,3212576.00,,0.00,,0.00,,71028.00,,0.00,,0.00,,0.00,,5.06,,,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,CB,PT,6.00,76800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,264781.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.45,,,,,,,,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",73,DR,PT,16.00,47079.00,,20718.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,281651.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.98,,0.00,,,,,,,,,,,
"Collier County, dba: Collier Area Transit",Naples,FL,40140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8974,"Bonita Springs--Estero, FL","425,675",53,MB,PT,22.00,269876.00,,12923.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1414074.00,,38186.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.24,,2.95,,,,,,,,,,,
"Collier County, dba: Collier Area Transit",Naples,FL,40140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8974,"Bonita Springs--Estero, FL","425,675",53,DR,PT,31.00,25742.00,,128574.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,301216.00,,930104.00,,0.00,,0.00,,0.00,,0.00,,0.00,,11.70,,7.23,,,,,,,,,,,
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,DR,DO,27.00,0.00,,134405.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2002082.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,14.90,,,,,,,,,,,
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,MB,DO,8.00,2412.00,,59961.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,18580.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,7.70,,0.00,,,,,,,,,,,
Connecticut Department of Transportation,Newington,CT,10102,State Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",28,CR,PT,12.00,708538.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1228448.00,,0.00,,453249.00,,0.00,,0.00,,0.00,,0.00,,203640.00,,0.00,,0.64,,,,,,,,,,0.17,,,
Connecticut Department of Transportation,Newington,CT,10102,State Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",28,CB,PT,16.00,189332.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,442752.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.34,,,,,,,,,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,10048,State Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",229,RB,DO,9.00,245563.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,711053.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.90,,,,,,,,,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,10048,State Government Unit or Department of Transportation,Full Reporter,37243,"Hartford, CT","977,158",229,MB,DO,220.00,2037193.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,10611708.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.21,,,,,,,,,,,,,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",25,CB,PT,20.00,49936.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,128183.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.57,,,,,,,,,,,,,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",25,MB,PT,5.00,54035.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,206631.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.82,,,,,,,,,,,,,
Connecticut Department of Transportation - CTTRANSIT New Haven Division,Hartford,CT,10055,State Government Unit or Department of Transportation,Full Reporter,62407,"New Haven, CT","561,456",99,MB,DO,99.00,1113135.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,10656.00,,4475546.00,,0.00,,0.00,,0.00,,0.00,,0.00,,133894.00,,4.02,,,,,,,,,,,,12.57,
Connecticut Department of Transportation - CTTRANSIT Stamford Division,Hartford,CT,10056,State Government Unit or Department of Transportation,Full Reporter,10162,"Bridgeport--Stamford, CT--NY","916,408",41,MB,DO,41.00,409099.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1590580.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.89,,,,,,,,,,,,,
Connecticut Department of Transportation -CTTRANSIT New Britain,Berlin,CT,10130,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,37243,"Hartford, CT","977,158",13,MB,PT,13.00,237724.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,878816.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.70,,,,,,,,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Watertown,CT,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,92485,"Waterbury, CT","199,317",63,DR,DO,27.00,0.00,,89523.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,636741.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.11,,,,,,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Watertown,CT,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,92485,"Waterbury, CT","199,317",63,MB,DO,36.00,287996.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,870160.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.02,,,,,,,,,,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,24607,"Dover--Rochester, NH--ME","72,391",23,DR,DO,11.00,0.00,,26441.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,609831.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,23.06,,,,,,,,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,24607,"Dover--Rochester, NH--ME","72,391",23,MB,DO,12.00,54253.00,,17063.00,,0.00,,0.00,,42510.00,,0.00,,0.00,,0.00,,512474.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,9.45,,0.00,,,,,,,,,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,20287,"Corpus Christi, TX","339,066",117,MB,PT,15.00,0.00,,53853.00,,0.00,,42246.00,,0.00,,0.00,,0.00,,0.00,,0.00,,417637.00,,0.00,,348293.00,,0.00,,0.00,,0.00,,,,7.76,,,,,,,,,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,20287,"Corpus Christi, TX","339,066",117,VP,PT,32.00,0.00,,40101.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,659533.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,16.45,,,,,,,,,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,20287,"Corpus Christi, TX","339,066",117,DR,PT,28.00,0.00,,129802.00,,0.00,,54427.00,,0.00,,0.00,,0.00,,0.00,,0.00,,823320.00,,0.00,,430432.00,,0.00,,0.00,,0.00,,,,6.34,,,,,,,,,,,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,20287,"Corpus Christi, TX","339,066",117,MB,DO,42.00,96937.00,,14820.00,,0.00,,590394.00,,0.00,,0.00,,0.00,,0.00,,397715.00,,97302.00,,0.00,,1979886.00,,0.00,,0.00,,0.00,,4.10,,6.57,,,,,,,,,,,
"County Commissioners of Charles County, MD",La Plata,MD,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,91261,"Waldorf, MD","118,601",30,DR,PT,14.00,0.00,,64389.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,512265.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.96,,,,,,,,,,,
"County Commissioners of Charles County, MD",La Plata,MD,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,91261,"Waldorf, MD","118,601",30,MB,PT,16.00,0.00,,217363.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1385425.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.37,,,,,,,,,,,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3904,"Atlantic City--Ocean City--Villas, NJ","294,921",33,DR,DO,33.00,4158.00,,89271.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,26598.00,,585887.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.40,,6.56,,,,,,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",16,DR,DO,6.00,0.00,,6457.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,56777.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,8.79,,,,,,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",16,DR,PT,4.00,0.00,,11905.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,82644.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.94,,,,,,,,,,,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3817,"Atlanta, GA","5,100,112",16,MB,PT,6.00,0.00,,47545.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,355493.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.48,,,,,,,,,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,DR,DO,18.00,0.00,,117557.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,831127.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.07,,,,,,,,,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,42,Pennsylvania Non-UZA,"4,196,634",26,MB,DO,8.00,10665.00,,5145.00,,0.00,,35281.00,,0.00,,0.00,,0.00,,0.00,,149269.00,,31510.00,,0.00,,240935.00,,0.00,,0.00,,0.00,,14.00,,6.12,,,,,,,,,,,
"County of Johnson, Iowa, dba: Johnson County SEATS",Iowa City,IA,70045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,41590,"Iowa City, IA","126,810",17,DR,DO,17.00,6063.00,,61618.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2844.00,,431194.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.47,,7.00,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,DO,26.00,83283.00,,0.00,,0.00,,120211.00,,0.00,,0.00,,0.00,,0.00,,603497.00,,0.00,,0.00,,338279.00,,0.00,,0.00,,0.00,,7.25,,,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,MB,PT,5.00,0.00,,27177.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,245659.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,9.04,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,DO,26.00,0.00,,48388.00,,0.00,,42996.00,,0.00,,0.00,,0.00,,0.00,,0.00,,538210.00,,0.00,,119615.00,,0.00,,0.00,,0.00,,,,11.12,,,,,,,,,,,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,80227,"Scranton, PA","366,713",72,DR,PT,15.00,0.00,,7657.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,0.00,,,,,,,,,,,
County of Lebanon Transit Authority,Lebanon,PA,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,48664,"Lebanon, PA","75,485",24,DR,DO,12.00,0.00,,40344.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,301505.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.47,,,,,,,,,,,
County of Lebanon Transit Authority,Lebanon,PA,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,48664,"Lebanon, PA","75,485",24,MB,DO,12.00,56176.00,,0.00,,0.00,,44966.00,,0.00,,0.00,,0.00,,0.00,,271020.00,,0.00,,0.00,,199865.00,,0.00,,0.00,,0.00,,4.82,,,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,MB,PT,16.00,266344.00,,18273.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1387667.00,,91999.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.21,,5.03,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,CB,PT,7.00,47216.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,
County of Maui,Wailuku,HI,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,43615,"Kahului--Wailuku, HI","57,905",67,DR,PT,44.00,8279.00,,137871.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,651619.00,,1258032.00,,0.00,,0.00,,0.00,,0.00,,0.00,,78.71,,9.12,,,,,,,,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",HR,DO,84.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,67576508.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,7516484.00,,0.00,,,,,,,,,,,,0.11,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",MB,DO,612.00,1476247.00,,0.00,,0.00,,7080880.00,,0.00,,0.00,,0.00,,0.00,,5266990.00,,0.00,,0.00,,23612464.00,,0.00,,0.00,,0.00,,3.57,,,,,,,,,,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",MB,PT,91.00,160612.00,,289383.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1681592.00,,1417102.00,,0.00,,0.00,,0.00,,0.00,,0.00,,10.47,,4.90,,,,,,,,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",CB,PT,9.00,238020.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,991677.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.17,,,,,,,,,,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",MG,DO,21.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8284079.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,983930.00,,0.00,,,,,,,,,,,,0.12,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",DR,PT,332.00,0.00,,1101042.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,15905832.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,14.45,,,,,,,,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522","1,339",VP,PT,190.00,0.00,,126062.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2131632.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,16.91,,,,,,,,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",319,DR,PT,71.00,26552.00,,220732.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,332839.00,,1470302.00,,0.00,,0.00,,0.00,,0.00,,0.00,,12.54,,6.66,,,,,,,,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",319,MB,PT,248.00,6790.00,,10905.00,,0.00,,2237326.00,,0.00,,0.00,,0.00,,0.00,,69461.00,,63972.00,,0.00,,9053512.00,,0.00,,0.00,,0.00,,10.23,,5.87,,,,,,,,,,,
